carte,categorie,question,reponse,difficulte,theme
924,Sports & Loisirs,Quel attaquant néerlandais de l'AC Milan était surnommé « le Cygne d'Utrecht » ?,Marco van Basten,3,Football – champions
925,Géographie,Comment appelle-t-on les habitants du Puy-en-Velay ?,Les Ponots,3,Gentilés
925,Divertissement,Quel super-héros de Marvel se cache sous l'identité du jeune photographe Peter Parker ?,Spider-Man,1,Super-héros
925,Histoire,"Quel poète, membre du gouvernement provisoire, proclame la IIe République à l'Hôtel de Ville en février 1848 ?",Alphonse de Lamartine,2,IIe République
925,Arts & Littérature,"Quel ballet d'Adolphe Adam, créé à Paris en 1841, raconte l'histoire d'une paysanne devenue une Wili ?",Giselle,2,Danse
925,Sciences & Nature,Quel marsupial australien se nourrit presque exclusivement de feuilles d'eucalyptus ?,Le koala,1,Mammifères
925,Sports & Loisirs,Quelle boisson italienne au café doit son nom à la couleur de la robe des moines capucins ?,Le cappuccino,2,Boissons
926,Géographie,Quel navigateur français a découvert la Terre Adélie en 1840 et l'a baptisée du prénom de son épouse ?,Jules Dumont d'Urville,2,Pôles
926,Divertissement,Quel groupe britannique a sorti en 1979 l'album « The Wall » ?,Pink Floyd,1,Albums
926,Histoire,"Quel général vendéen, surnommé « Monsieur Henri », est tué en 1794 à l'âge de 21 ans ?",Henri de La Rochejaquelein,3,Révolution française
926,Arts & Littérature,Quelle clé utilise-t-on généralement pour noter la partie de main gauche au piano ?,La clé de fa,1,Solfège
926,Sciences & Nature,"Quel nombre, surnommé « nombre taxicab », est le plus petit à s'écrire de deux façons comme somme de deux cubes ?",1 729,3,Mathématiques
926,Sports & Loisirs,Quel agrès de gymnastique féminine ne mesure que 10 cm de large ?,La poutre,1,Vocabulaire et règles
927,Géographie,Dans quel manoir d'Amboise Léonard de Vinci a-t-il passé ses dernières années ?,Le Clos Lucé,2,Châteaux
927,Divertissement,Quel acteur-chanteur a popularisé « Les Feuilles mortes » ?,Yves Montand,1,Chanson française
927,Histoire,Quelle grande bataille navale a opposé les flottes britannique et allemande en mer du Nord en 1916 ?,La bataille du Jutland,3,Première Guerre mondiale
927,Arts & Littérature,Comment appelle-t-on une imitation comique d'une œuvre sérieuse ?,Une parodie,1,Vocabulaire littéraire
927,Sciences & Nature,Combien d'ailes possède une mouche ?,Deux,3,Insectes
927,Sports & Loisirs,Combien de gares compte le plateau du Monopoly ?,Quatre,1,Jeux de société
928,Géographie,Dans quel golfe breton se trouvent l'île aux Moines et l'île d'Arz ?,Le golfe du Morbihan,2,Îles
928,Divertissement,Quel instrument emblématique du jazz a été inventé par le Belge Adolphe Sax ?,Le saxophone,1,Jazz
928,Histoire,Quel projet d'armée européenne l'Assemblée nationale française a-t-elle rejeté en août 1954 ?,La CED,3,Construction européenne
928,Arts & Littérature,"Quel roman d'André Malraux, situé à Shanghai en 1927, a obtenu le prix Goncourt en 1933 ?",La Condition humaine,2,Prix Goncourt
928,Sciences & Nature,"Comment appelle-t-on un quadrilatère dont les quatre côtés ont la même longueur, sans angle droit ?",Un losange,1,Mathématiques
928,Sports & Loisirs,Quel ailier néo-zélandais a écrasé les Anglais de sa puissance en demi-finale de la Coupe du monde 1995 ?,Jonah Lomu,2,Rugby – champions
929,Géographie,Comment se nomme le peuple autochtone mélanésien de Nouvelle-Calédonie ?,Les Kanak,2,Outre-mer
929,Divertissement,Quelle série de Netflix met en scène des enfants de la ville d'Hawkins face au « Monde à l'envers » ?,Stranger Things,1,Séries américaines
929,Histoire,Quel grand voyageur marocain du XIVe siècle a parcouru le monde musulman jusqu'en Chine ?,Ibn Battûta,2,Monde musulman médiéval
929,Arts & Littérature,"Dans le sonnet « Voyelles » de Rimbaud, quelle couleur est associée à la lettre A ?",Noir,3,Poésie
929,Sciences & Nature,Comment appelle-t-on la transformation d'une chenille en papillon ?,La métamorphose,1,Biologie générale
929,Sports & Loisirs,"Quelle Norvégienne a reçu le premier Ballon d'or féminin, en 2018 ?",Ada Hegerberg,2,Football – champions
930,Géographie,Dans quelle ville d'Andalousie se trouve le palais de l'Alhambra ?,Grenade,1,Monuments
930,Divertissement,"Quel album de Johnny Hallyday, sorti en 1986 et écrit par Jean-Jacques Goldman, contient « Je te promets » ?",Gang,3,Albums
930,Histoire,Dans quel océan un tsunami a-t-il fait plus de 200 000 morts le 26 décembre 2004 ?,L'océan Indien,1,Catastrophes
930,Arts & Littérature,Quel écrivain martiniquais a obtenu le prix Goncourt en 1992 pour « Texaco » ?,Patrick Chamoiseau,3,Prix Goncourt
930,Sciences & Nature,Comment appelle-t-on la baisse de la vision de près qui survient naturellement avec l'âge ?,La presbytie,1,Sens : la vue
930,Sports & Loisirs,"Quelle course à étapes en solitaire, disputée sur des monotypes, est surnommée « l'université de la course au large » ?",La Solitaire du Figaro,2,Voile
931,Géographie,Quel golfe de la Méditerranée borde les côtes du Languedoc et du Roussillon ?,Le golfe du Lion,1,Côtes
931,Divertissement,Quel groupe britannique a chanté « My Generation » en 1965 ?,The Who,3,Rock
931,Histoire,"Quel préfet, unificateur de la Résistance intérieure, fut arrêté à Caluire, près de Lyon, en juin 1943 ?",Jean Moulin,1,Résistance
931,Arts & Littérature,"Comment surnommait-on le groupe de compositeurs russes réunissant Balakirev, Borodine, Cui, Moussorgski et Rimski-Korsakov ?",Le groupe des Cinq,3,Compositeurs
931,Sciences & Nature,Comment qualifie-t-on un triangle qui possède deux côtés de même longueur ?,Isocèle,1,Mathématiques
931,Sports & Loisirs,Quelle célèbre course motocycliste se dispute sur les routes de l'île de Man ?,Le Tourist Trophy,2,Sports mécaniques
932,Géographie,Comment appelle-t-on les habitants de Limoges ?,Les Limougeauds,2,Gentilés
932,Divertissement,Quel chanteur a interprété « Une belle histoire » en 1972 avec sa troupe du Big Bazar ?,Michel Fugain,2,Variété française
932,Histoire,Comment surnomme-t-on la vague de révolutions qui secoue l'Europe en 1848 ?,Le Printemps des peuples,2,Europe au XIXe siècle
932,Arts & Littérature,Quel auteur-compositeur américain reçut à la surprise générale le prix Nobel de littérature en 2016 ?,Bob Dylan,1,Prix Nobel de littérature
932,Sciences & Nature,Quel appareil l'Américain Elisha Otis a-t-il rendu sûr grâce à un frein de sécurité présenté à New York en 1854 ?,L'ascenseur,2,Inventeurs
932,Sports & Loisirs,Quelle ville bourguignonne est mondialement connue pour sa moutarde ?,Dijon,1,Produits du terroir
933,Géographie,Quel grand lac du Cambodge voit le cours de sa rivière s'inverser pendant la mousson ?,Le Tonlé Sap,3,Asie
933,Divertissement,"Quelle jeune actrice française est révélée en 1980 par le film « La Boum », où elle incarne Vic ?",Sophie Marceau,1,Acteurs
933,Histoire,Quel humoriste a fondé les Restos du cœur en 1985 ?,Coluche,1,Société française
933,Arts & Littérature,Quel roman Boris Vian a-t-il publié en 1946 sous le pseudonyme de Vernon Sullivan ?,J'irai cracher sur vos tombes,3,Romans
933,Sciences & Nature,"Quel est le plus grand lézard du monde, qui vit sur quelques îles d'Indonésie ?",Le dragon de Komodo,1,Reptiles et amphibiens
933,Sports & Loisirs,Comment appelle-t-on la science qui étudie la fabrication et la conservation du vin ?,L'œnologie,1,Vins
934,Géographie,Quelles chutes du Zambèze sont appelées localement « la fumée qui gronde » ?,Les chutes Victoria,1,Sites célèbres
934,Divertissement,Comment s'appelle la relique sacrée formée de trois triangles d'or dans la saga Zelda ?,La Triforce,2,Jeux vidéo
934,Histoire,Quelle île indonésienne a donné son nom à une petite espèce humaine surnommée « le hobbit » ?,Florès,3,Préhistoire
934,Arts & Littérature,Quel écrivain a raconté l'ascension de Georges Duroy dans « Bel-Ami » ?,Guy de Maupassant,1,Romans
934,Sciences & Nature,Comment appelle-t-on l'insecte qui émet de la lumière dans l'herbe les soirs d'été ?,"Le ver luisant (lampyre, luciole)",1,Insectes
934,Sports & Loisirs,À quelle échelle de réduction correspond la norme HO en modélisme ferroviaire ?,1/87,3,Loisirs créatifs
935,Géographie,Quel pont gothique orné de trente statues relie la Vieille Ville au quartier de Malá Strana à Prague ?,Le pont Charles,2,Monuments
935,Divertissement,"Quel guitariste britannique, surnommé « Slowhand », a composé « Layla » ?",Eric Clapton,2,Rock
935,Histoire,"Quel syndicat indépendant est né en 1980 dans les chantiers navals de Gdańsk, en Pologne ?",Solidarność,1,Fin de la guerre froide
935,Arts & Littérature,Combien de touches compte un piano moderne standard ?,88,2,Instruments
935,Sciences & Nature,Quel est le plus grand oiseau vivant ?,L'autruche,1,Oiseaux
935,Sports & Loisirs,"Contre quel pays les Barjots ont-ils remporté la finale du championnat du monde de handball 1995, en Islande ?",La Croatie,3,Handball – compétitions
936,Géographie,"Quelle île de Polynésie française, dominée par le mont Otemanu, est surnommée la « perle du Pacifique » ?",Bora-Bora,1,Océanie
936,Divertissement,Quel compositeur a créé la musique de « Comme d'habitude » avec Claude François ?,Jacques Revaux,3,Variété française
936,Histoire,"Quelle plage du débarquement, attribuée aux Américains, fut la plus meurtrière le 6 juin 1944 ?",Omaha Beach,1,Débarquement
936,Arts & Littérature,Quel chorégraphe né à Saint-Pétersbourg a cofondé le New York City Ballet en 1948 ?,George Balanchine,3,Danse
936,Sciences & Nature,Quel insecte transmet le paludisme à l'être humain ?,Le moustique (anophèle),1,Maladies
936,Sports & Loisirs,"Dans quelle ville belge les Gilles, coiffés de plumes d'autruche, lancent-ils des oranges pendant le carnaval ?",Binche,2,Fêtes et traditions
937,Géographie,Quel détroit sépare le Sri Lanka de l'Inde ?,Le détroit de Palk,3,Détroits et canaux
937,Divertissement,Quel film de Charlie Chaplin (1936) montre Charlot prisonnier des engrenages d'une usine ?,Les Temps modernes,1,Cinéma muet
937,Histoire,Comment appelle-t-on la terre concédée par un seigneur à son vassal ?,Un fief,1,Féodalité et vie médiévale
937,Arts & Littérature,Quel instrument donne traditionnellement le la pour accorder l'orchestre ?,Le hautbois,2,Orchestre
937,Sciences & Nature,Quel arbre produit les noix ?,Le noyer,1,Arbres
937,Sports & Loisirs,Quelle équipe la France a-t-elle éliminée aux tirs au but en quart de finale de la Coupe du monde 1998 ?,L'Italie,3,Football – Coupe du monde
938,Géographie,"Quel saint est fêté le 24 juin, jour de la fête nationale du Québec ?",Saint Jean-Baptiste,1,Québec
938,Divertissement,Dans quel film de Billy Wilder (1955) la robe blanche de Marilyn Monroe est-elle soulevée par une bouche d'aération du métro ?,Sept ans de réflexion,3,Classiques hollywoodiens
938,Histoire,Comment appelle-t-on le pogrom organisé dans toute l'Allemagne dans la nuit du 9 au 10 novembre 1938 ?,La Nuit de cristal,2,Allemagne nazie
938,Arts & Littérature,"Que mange-t-on « par la racine » quand on est mort et enterré, selon l'expression ?",Les pissenlits,1,Expressions
938,Sciences & Nature,Quel marsupial carnivore australien porte le nom d'une créature infernale ?,Le diable de Tasmanie,2,Mammifères
938,Sports & Loisirs,Combien de trous compte un parcours de golf standard ?,18,1,Golf
939,Géographie,Quelle est la plus vaste province du Canada ?,Le Québec,2,Québec
939,Divertissement,Quel acteur joue le gangster Tony Montana dans « Scarface » (1983) ?,Al Pacino,1,Acteurs
939,Histoire,"Quel mathématicien grec d'Alexandrie a rédigé les « Éléments », base de la géométrie ?",Euclide,2,Grèce antique
939,Arts & Littérature,Quel peintre a créé à la fin de sa vie des gouaches découpées comme « La Tristesse du roi » ?,Henri Matisse,2,Peintres
939,Sciences & Nature,"Quel antibiotique, découvert en 1943 aux États-Unis, fut le premier efficace contre la tuberculose ?",La streptomycine,3,Médicaments
939,Sports & Loisirs,Quel président américain a donné son surnom à l'ours en peluche appelé « teddy bear » ?,Theodore Roosevelt,1,Jouets
940,Géographie,"Quel parc national créé en 2012 aux portes de Marseille est à la fois terrestre, marin et périurbain ?",Le parc national des Calanques,2,Sites naturels
940,Divertissement,"Dans « Titanic », comment s'appelle le diamant bleu que porte Rose ?",Le Cœur de l'océan,2,Personnages
940,Histoire,Quelle forteresse syrienne des Hospitaliers est considérée comme le plus beau château des croisés ?,Le krak des Chevaliers,2,Croisades
940,Arts & Littérature,Quel animal demande au Petit Prince de l'apprivoiser ?,Le renard,1,Littérature jeunesse
940,Sciences & Nature,"Quel mathématicien allemand a présenté en 1900, à Paris, une liste de 23 grands problèmes ouverts ?",David Hilbert,3,Mathématiques
940,Sports & Loisirs,Quel mot l'arbitre de tennis annonce-t-il lorsque les deux joueurs sont à 40 partout ?,Égalité,1,Tennis – règles
941,Géographie,"Quelle rivière traverse Francfort, ville surnommée « Mainhattan » ?",Le Main,3,Fleuves
941,Divertissement,Quel plombier moustachu à casquette rouge est la mascotte de Nintendo ?,Mario,1,Jeux vidéo
941,Histoire,Quel empereur du Mali est célèbre pour son fastueux pèlerinage à La Mecque en 1324 ?,Mansa Moussa,2,Afrique médiévale
941,Arts & Littérature,Quel animal rusé est le héros d'un célèbre ensemble de récits satiriques du Moyen Âge ?,Le renard (Renart),1,Moyen Âge
941,Sciences & Nature,"Quel inventeur italien, prix Nobel de physique en 1909, est considéré comme le père de la radio (TSF) ?",Guglielmo Marconi,1,Télécommunications
941,Sports & Loisirs,Quel maître d'hôtel du prince de Condé se serait donné la mort en 1671 parce que la marée tardait à arriver ?,François Vatel,3,Histoire de la cuisine
942,Géographie,En quelle année un tsunami a-t-il dévasté les côtes de l'océan Indien un 26 décembre ?,2004,1,Plaques et séismes
942,Divertissement,"Quelle émission musicale de la BBC, diffusée de 1964 à 2006, présentait les meilleures ventes de disques ?",Top of the Pops,3,Télévision
942,Histoire,Quel roi d'Angleterre fut tué à la bataille de Bosworth en 1485 ?,Richard III,2,Angleterre médiévale
942,Arts & Littérature,Quels frères allemands ont recueilli le conte « Hansel et Gretel » ?,Les frères Grimm,1,Contes
942,Sciences & Nature,"Quelle réaction nucléaire, qui unit des noyaux d'hydrogène, produit l'énergie du Soleil ?",La fusion nucléaire,1,Physique
942,Sports & Loisirs,Quel boxeur français a été sacré champion olympique des mi-mouches aux Jeux de Sydney en 2000 ?,Brahim Asloum,3,Boxe
943,Géographie,Quelle ville américaine est surnommée « la ville des vents » ?,Chicago,1,Grandes villes
